Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.47974723,40.05777622,40.74752435,41.13452152,41.12656843,40.6873896,41.65059405,41.92724128,41.83360894,42.04900994,42.79284359,43.20649699,43.64682213,44.5382931,45.33930359,46.02636844,46.18275314,46.35893957,46.39842369,46.41383013,46.17065401,47.0498356,47.01020637,46.96481854,46.85817802,46.24425227,46.42340095,46.93668041,47.36237462,42.04827608,44.57559452
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.14400101,60.95600128,60.70800018,60.35599899,59.97200012,59.7159996,59.4640007,59.31800079,59.13199997,58.91500092,58.74000168,58.56299973,58.38299942,58.19800186,57.99000168,57.73199844,57.50699997,57.3030014,57.12200165,56.92499924,56.50999832,56.11700058,55.74100113,55.38800049,55.06100082,54.75699997,54.47100067,54.3730011,54.29299927,53.66500092,53.75500107
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99399948,17.21999931,17.42700005,17.61400032,17.8029995,17.84199905,17.88199997,17.99900055,18.11199951,18.22599983,18.21999931,18.23800087,18.28899956,18.3939991,18.54500008,18.70700073,18.89500046,19.40800095,19.94000053,20.40399933,20.85400009,21.33799934,21.8239994,22.30400085,22.82299995,23.39800072,23.97100067,24.54199982,25.10199928,22.35300064,23.37999916
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66100311,69.75,69.85399628,69.93000031,70.01200104,70.10399628,70.15200043,70.16699982,70.19599915,70.25900269,70.18399811,70.1740036,70.14399719,70.17900085,70.17299652,70.15799713,70.14199829,70.12000275,70.10900116,70.1210022,70.22399902,70.33499908,70.46199799,70.58699799,70.44400024,70.29699707,70.36100006,70.42099762,70.48200226,69.33699799,69.85900116
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.71500015,20.9260006,21.21299934,21.52599907,21.76300049,22.0909996,22.34000015,22.59199905,22.85300064,23.16799927,23.48800087,23.83399963,24.22100067,24.50099945,24.80500031,24.97400093,25.09300041,25.17099953,25.23699951,25.33300018,25.27099991,25.42900085,25.26099968,25.20400047,25.24399948,25.30500031,25.45800018,25.4659996,25.48200035,24.32299995,24.77599907
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.24599838,37.72000122,38.05500031,38.3769989,39.75299835,40.88299942,39.00799942,38.22399902,41.59000015,41.64899826,41.2480011,41.15399933,39.44400024,41.82099915,43.61700058,45.83800125,47.45999908,50.49000168,50.13700104,49.67599869,49.18299866,50.79100037,48.1230011,48.91600037,49.61000061,50.40800095,51.14300156,51.2179985,54.01900101,48.1629982,50.06499863
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.23671784,39.8901054,40.57445045,40.83526953,40.83550453,40.38570452,41.31493172,41.61097679,41.40825876,41.63168438,42.32003515,42.54960837,42.91052811,43.85445938,44.84585001,45.59058986,45.810753,46.05524393,46.09303082,46.12781374,45.98646803,46.80684296,46.73947466,46.73509921,46.64529354,46.09186714,46.18970661,46.63111933,46.90614859,41.68190212,44.12976279
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42401094,51.33898103,51.24407391,51.2911937,51.44792886,51.45254777,51.39938688,51.37940645,51.3351514,51.24600834,51.17990218,51.05747028,50.90093796,50.83216066,50.74649244,50.53164161,50.38881888,50.27289667,50.03832722,49.80945171,49.64309546,49.42533265,49.41058199,49.4180619,49.50870706,49.56845653,50.03635443,50.1771022,50.18199578,48.88313195,51.07222313
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.07040086,59.07713219,58.9310763,58.90914434,59.12395534,59.12797245,59.0782857,59.03072981,58.94859533,58.99284895,59.06415129,58.9984437,58.88143268,58.95797081,58.97477004,58.60891484,58.37678065,58.13019373,57.6975823,57.3391475,57.12764489,56.86939295,56.87172204,56.73883946,56.66700632,56.67433723,56.50626568,56.43470254,56.41799309,55.09867954,57.94100778
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.66600037,28.57600021,29.41900063,30.11199951,28.71199989,29.16699982,29.45100021,35.64899826,32.61100006,32.15800095,31.95599937,31.16600037,31.00799942,30.77799988,30.92900085,31.41699982,31.47299957,31.58600044,31.19499969,31.43300056,31.58799934,30.64800072,32.70899963,32.05899811,32.74300003,32.89699936,33.87099838,30.86400032,31.62899971,31.04100037,31.29800034
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.25518469,35.34896288,35.27312724,35.38507678,35.26825128,35.35335892,35.34901321,35.56425401,35.65154447,35.76734328,35.49483751,35.18165888,35.13205556,35.00702857,34.94924931,34.98904302,35.29912721,35.24703329,35.27573651,35.28716867,34.98603989,34.61497036,34.05396058,33.66417532,33.21703901,32.86650989,32.57440267,32.19083142,33.74456448,32.26131714,32.58518801
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.97053693,48.88574497,48.51863992,48.33989865,48.11275281,47.92629237,47.77710741,47.67932318,47.69533036,47.6860206,47.32409284,46.99210543,46.7104605,46.52672893,46.39416202,46.24952758,46.22914923,45.92503184,45.60050459,45.33266772,45.20392644,44.98138043,44.54885829,44.23216222,43.913633,43.56867966,43.30380461,43.04939894,43.6963861,41.6275428,42.84706927
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1230011,54.19599915,54.2140007,54.34999847,54.39899826,54.51399994,54.55699921,54.59799957,54.66400146,54.16899872,53.59600067,52.97000122,52.45999908,51.8219986,51.26300049,50.68099976,50.0719986,49.47900009,48.74599838,48.23300171,47.5909996,46.98500061,46.27299881,46.33599854,46.44100189,46.48099899,46.42100143,46.50899887,46.57799911,45.27500153,45.33499908
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.15118996,62.99311439,62.56779243,62.04013281,61.81662492,61.34127435,60.99826604,60.64364428,60.64478253,60.64356413,60.17694426,59.75075566,59.18722095,58.93147524,58.72791755,58.49364766,58.30986599,57.88310578,57.30280945,56.96251021,57.03647014,56.99048032,56.78062439,56.73400489,56.5262296,56.18351085,56.00864236,55.89973978,55.68584748,53.11670573,54.86702555
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.70100021,57.82500076,49.81700134,49.10300064,46.31600189,46.24399948,46.75500107,47.12799835,48.49900055,47.50899887,46.02700043,45.9090004,47.7859993,45.80899811,46.4640007,47.4109993,48.05899811,47.70600128,46.57799911,44.91400146,45.89899826,47.04399872,47.38899994,48.89599991,49.97600174,51.9090004,52.61800003,53.42300034,54.09199905,52.91500092,53.56299973
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0890007,38.01900101,36.41400146,36.74499893,34.34799957,35.39199829,36.84700012,37.01699829,39.45800018,40.04299927,41.49300003,41.95800018,41.62799835,42.22000122,43.66500092,43.99200058,45.26699829,45.19300079,46.86299896,47.24000168,47.11800003,48.82799911,49.15399933,50.36500168,50.56100082,49.97900009,51.95600128,52.52000046,52.7519989,53.04499817,54.8769989
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.68500137,47.99200058,43.25600052,42.09899902,41.95299911,40.95899963,44.64899826,44.70299911,43.27000046,42.49399948,43.9640007,44.82699966,44.72700119,44.51300049,45.63299942,48.71699905,50.17699814,51.1269989,46.82799911,45.1230011,45.72800064,46.74100113,47.99900055,48.15399933,49.43399811,50.35800171,50.9129982,52.19900131,52.63999939,52.04299927,50.74399948
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.84400177,45.46099854,47.20500183,48.46900177,49.87400055,51.07300186,53.0870018,52.44100189,52.87400055,53.65800095,53.75999832,53.64099884,50.86299896,52.61000061,54.67300034,56.52799988,60.65200043,61.95299911,62.76200104,62.97000122,64.22100067,64.07299805,64.87000275,65.17299652,64.82099915,64.3259964,63.6969986,64.04399872,63.68899918,61.31800079,63.01100159
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24900055,20.3390007,20.4810009,20.68199921,20.78899956,21.03100014,21.16500092,21.43499947,21.625,21.88999939,22.21800041,21.70000076,21.80500031,22.43799973,22.61000061,23.31500053,23.60199928,23.73399925,23.53199959,23.15099907,22.5739994,21.9640007,22.38299942,22.26199913,21.8579998,20.81900024,20.43799973,20.47999954,20.52499962,19.17499924,18.16500092
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.63199997,52.38299942,52.64199829,51.93899918,52.1269989,51.46699905,51.29999924,50.99399948,50.81100082,51.56600189,51.71300125,51.21699905,45.99200058,44.90399933,44.66400146,40.52199936,40.54299927,40.17599869,37.77299881,36.42200089,37.11299896,36.56600189,36.99399948,38.88399887,39.77199936,40.16899872,39.10900116,38.35100174,36.5,34.97499847,35.45800018
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.31600189,79.35299683,79.30699921,79.24199677,79.22299957,79.21600342,79.21600342,79.19200134,79.16500092,79.11599731,79.54499817,79.02400208,78.93699646,80.05500031,81.22599792,80.90599823,80.56999969,80.22799683,79.74500275,79.41600037,81.30500031,83.17700195,82.73999786,82.28600311,81.81800079,81.72499847,81.64199829,81.57099915,81.50800323,80.26699829,80.86499786
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14900017,22.66200066,24.23399925,25.86400032,27.52700043,29.19499969,30.89299965,32.6269989,34.39400101,36.19499969,35.74599838,35.27000046,34.79100037,34.3409996,33.9280014,33.22499847,32.60699844,31.91399956,31.33200073,32.17100143,33.11000061,34.11199951,35.11199951,36.21099854,37.39599991,38.59000015,39.64500046,40.1570015,40.31900024,37.87200165,39.36600113
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44966425,14.96070569,14.76576751,15.04263294,14.88291487,15.16306784,15.10284866,15.12639386,15.60308224,15.54869764,15.60533238,15.16985407,15.64255179,16.03837794,16.42548015,16.65706489,17.10601472,16.41536507,16.52968756,16.3940651,16.07170881,16.25694872,16.22736462,16.1404138,16.47896555,16.9277072,16.59346094,16.19800829,15.89772981,15.14115107,15.10016717
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.75099945,33.54700089,34.41400146,34.55599976,34.28300095,35.02000046,37.1230011,37.32500076,37.12900162,37.57099915,36.95600128,36.86800003,37.25799942,38.01599884,39.58000183,40.72200012,41.0320015,40.85400009,40.74900055,40.6780014,41.06000137,42.15399933,42.10200119,41.23699951,41.75500107,42.01599884,41.76699829,42.41500092,43.74599838,39.77500153,42.51399994
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.45839264,48.3631994,47.97642663,47.78706816,47.52550391,47.32538074,47.16975075,47.06920223,47.08261529,47.06841427,46.6823046,46.32979903,46.03249832,45.82977948,45.685134,45.55728692,45.55922862,45.24901079,44.92507713,44.65804924,44.52334656,44.29258254,43.80551997,43.45221395,43.09283653,42.7110747,42.41504344,42.13125919,42.82671848,40.66868493,41.78849412
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.36300087,30.36700058,29.46299934,27.96999931,25.3920002,23.73500061,24.26399994,25.4829998,27.20499992,27.07900047,28.25799942,28.1420002,27.70000076,27.02700043,26.88699913,26.34799957,27.55500031,28.05599976,28.64900017,28.53700066,30.11300087,29.87700081,31.51199913,31.21100044,32.4620018,32.50999832,33.18099976,34.22100067,36.62900162,36.65999985,36.60900116
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6609993,59.60300064,59.6230011,59.63399887,59.64400101,59.63999939,59.62900162,59.64400101,59.64699936,59.63299942,59.65800095,59.60300064,59.60699844,59.5719986,59.58000183,59.52899933,59.49200058,59.47100067,59.45299911,59.44599915,59.39199829,59.34799957,59.3429985,59.35400009,60.40999985,58.77099991,57.04399872,57.00600052,57.05199814,48.83200073,51.51599884
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.22400093,25.69300079,26.20800018,26.40500069,26.54999924,27.07799911,27.63599968,27.69599915,27.97299957,27.37100029,26.55200005,27.60099983,26.7329998,25.09600067,26.96199989,27.2140007,29.04299927,30.31299973,30.43799973,31.31699944,32.66899872,35.44499969,37.94300079,39.93700027,40.51300049,42.23099899,44.14099884,46.98099899,48.23500061,49.63999939,51.03499985
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.30899811,67.33899689,66.77999878,66.03800201,65.37799835,64.78299713,64.28700256,63.77500153,62.75,61.47499847,60.44100189,59.36700058,58.18000031,57.06200027,55.99100113,55.00899887,54.15000153,53.44599915,52.76599884,52.19100189,51.8769989,51.48500061,51.06700134,50.68700027,50.34799957,48.61299896,46.80500031,47.97900009,46.08200073,43.77000046,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51659407,14.0231091,13.72451771,13.94167165,13.7057781,13.98542173,13.9169875,13.92726917,14.40626429,14.33489798,14.40131136,13.9403448,14.4239563,14.8257911,15.17185281,15.35000556,15.78522931,14.92976733,15.02982931,14.7355667,14.26569405,14.39319965,14.29946113,14.13270155,14.40998554,14.80462715,14.57888911,13.95419544,13.40413573,12.28521405,12.47058515
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43600082,30.58499908,30.68000031,29.83099937,29.35400009,28.87599945,29.04800034,28.82699966,29.11899948,28.65600014,28.50600052,28.2840004,28.04999924,27.75399971,27.50399971,30.40500069,33.43799973,34.4659996,33.64899826,33.47999954,33.71699905,34.69100189,35.47100067,37.86299896,39.4620018,39.51900101,39.49900055,40.91600037,42.18299866,37.97000122,39.92900085
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.64599991,53.12400055,53.42699814,53.45100021,53.26499939,53.15100098,53.06100082,52.9659996,52.89099884,52.86500168,52.81900024,52.70899963,52.36000061,52.22399902,51.97600174,51.80400085,51.63800049,51.18500137,50.39899826,50.97499847,52.47399902,52.45500183,51.41899872,51.97399902,51.59700012,49.72299957,50.82300186,49.40800095,53.01699829,50.12400055,47.40100098
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.22499847,85.33999634,85.52500153,85.6210022,85.71199799,85.73699951,85.7460022,85.21700287,84.69300079,84.11699677,83.61699677,83.05799866,82.49299622,81.93699646,81.36299896,80.8030014,80.21099854,79.61599731,79.01000214,78.40299988,77.79199982,77.16699982,76.53199768,75.89299774,75.23799896,75.26300049,75.31800079,75.38200378,75.44599915,74.53199768,74.51999664
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.27899933,22.54299927,22.82500076,23.05900002,23.38599968,23.64699936,23.88400078,24.19599915,24.48399925,24.73800087,24.66900063,24.61100006,24.56399918,24.48200035,24.42399979,24.38800049,24.21899986,24.14599991,24.0720005,24.01300049,23.95499992,23.89599991,23.76399994,23.61499977,23.46800041,23.29999924,23.16600037,23.19000053,23.22800064,22.84399986,22.80699921
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.22100067,33.27999878,33.27999878,33.3030014,33.36299896,33.50600052,33.64099884,33.76599884,33.84199905,33.97800064,31.88199997,33.26499939,35.84600067,34.22900009,34.22299957,34.77399826,34.36500168,35.86299896,36.38899994,37.4640007,37.19400024,37.55699921,39.49700165,39.86199951,40.93600082,40.19200134,40.61100006,40.75299835,41.40599823,40.43299866,40.58399963
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18199921,74.03600311,74.17299652,74.01399994,74.19300079,74.04399872,73.93399811,73.85399628,73.79100037,73.75299835,73.64800262,73.6780014,73.70300293,73.6969986,73.67099762,72.34400177,70.98300171,69.50900269,67.99500275,66.40799713,64.76300049,63.9129982,63.09899902,62.27700043,61.42100143,60.57300186,59.72900009,59.82799911,59.94200134,59.04199982,58.97600174
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.48699951,41.46300125,41.28499985,41.58300018,41.95100021,42.60699844,42.625,42.20600128,42.29899979,42.52000046,42.07799911,42.05500031,42.09000015,42.01399994,42.02299881,42.14400101,42.14899826,41.45600128,41.97000122,41.95199966,43.68999863,45.08499908,47.58800125,48.6590004,48.93399811,48.81600189,49.20700073,49.70500183,50.20299911,49.23799896,49.88899994
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3301893,52.28735188,52.58152329,53.69504004,54.13025975,54.4931017,55.2596447,55.61862254,56.01182827,56.34293727,55.92346474,55.34433415,55.28854988,55.22666512,55.47629426,55.8583979,55.94836605,55.64972044,53.94852592,53.17774903,52.79631927,52.89025848,52.96462761,53.30271513,53.5409087,53.86075926,54.38035144,54.70368575,55.18754914,51.35399563,53.0681791
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.10699844,38.75400162,38.31900024,38.02700043,36.92699814,35.80699921,34.72499847,35.47000122,36.23400116,37.00400162,36.91199875,36.88199997,36.79000092,36.81499863,37.14599991,37.68999863,38.14400101,38.58499908,39.0320015,39.59799957,41.27799988,43,46.44300079,45.5530014,43.59700012,41.63700104,43.36199951,45.11700058,45.0320015,43.82099915,44.0929985
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.49399948,46.14799881,46.08599854,46.2480011,46.65399933,46.18299866,46.5359993,46.09600067,46.50299835,46.74000168,46.86000061,47.01900101,47.39500046,47.49599838,47.86999893,48.51699829,48.79399872,48.74499893,49.10599899,49.64400101,49.70600128,49.61999893,49.68099976,49.68700027,49.18500137,48.63199997,48.19200134,47.59999847,47.00500107,46.30899811,46.14400101
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24500275,68.24299622,68.23799896,68.2480011,68.25900269,68.23000336,68.22000122,68.23300171,68.18900299,68.17299652,68.15799713,67.81400299,67.47000122,67.1309967,66.86199951,67.09400177,67.33200073,67.61599731,67.86299896,68.15200043,68.40799713,64.32299805,63.08399963,61.83499908,61.83100128,61.82600021,61.82400131,61.83000183,61.83599854,61.19599915,61.41799927
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.17300034,54.23899841,54.27000046,54.34899902,54.4469986,54.50400162,54.54899979,54.60800171,54.6609993,54.74399948,54.74300003,54.7879982,54.75699997,54.77399826,54.76900101,54.73099899,54.70999908,54.6969986,54.69400024,54.69100189,54.65599823,52.27399826,49.8769989,49.81100082,49.73300171,49.65100098,49.60300064,49.55099869,49.4980011,48.68199921,48.62400055
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07099915,30.03300095,29.93099976,30.19300079,30.69400024,30.97800064,31.21100044,31.46500015,32.24300003,32.98600006,33.74599838,34.50299835,35.29299927,36.00500107,37.70399857,38.86299896,39.64699936,39.64300156,39.51100159,40.46900177,41.95000076,43.43700027,44.42599869,45.18700027,45.68899918,46.64300156,47.39500046,46.04999924,45.52399826,44.31100082,45.59400177
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38399887,42.54000092,43.00600052,43.90299988,44.16699982,45.3429985,47.0719986,48.52999878,50.51900101,52.30400085,53.7519989,54.30799866,54.36500168,54.09199905,51.80199814,52.70700073,54.42900085,55.7480011,55.91199875,55.4620018,55.5890007,55.60499954,54.93000031,53.93099976,54.52999878,54.86000061,55.70600128,56.75899887,57.8030014,57.51900101,57.84199905
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.48400116,52.27099991,52.2879982,53.05899811,53.56800079,55.32500076,56.80099869,58.68399811,59.17499924,59.25999832,59.38800049,59.98199844,58.77099991,58.9129982,58.3409996,59.00400162,60.5909996,61.76300049,60.95600128,59.92100143,59.79499817,59.95999908,59.59700012,59.40800095,58.90200043,58.56700134,58.13100052,58.34700012,58.54700089,57.7480011,58.9469986
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41200066,18.53899956,18.68799973,18.82699966,19.04299927,19.02099991,19.02599907,19.06299973,19.11499977,19.21800041,19.20299911,19.24200058,19.25499916,19.31800079,19.43899918,19.76300049,20.03000069,20.2329998,20.47299957,20.74900055,21.06100082,21.50699997,22.0739994,22.62400055,23.14500046,23.82999992,24.28100014,24.68499947,24.96999931,24.01000023,24.34600067
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.97000122,48.74300003,49.07600021,50.74200058,52.18999863,53.58200073,53.1590004,52.62799835,53.44400024,53.97800064,55.13199997,55.76900101,56.26900101,57.08100128,58.26699829,58.71500015,59.22900009,59.29999924,58.06499863,57.33100128,57.81399918,57.49599838,58.44400024,59.50400162,59.68899918,61.09500122,62.13100052,62.82400131,62.91500092,61.94100189,63.56299973
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.57594314,44.38782062,43.93985025,44.35431073,44.55789881,44.77999725,45.19031439,45.27305558,45.51416126,45.777538,45.92774709,45.83806014,45.94269327,45.89429525,46.38597179,46.92101874,47.28822037,47.45868425,46.83507846,46.71630154,46.85169028,47.05893745,47.21781977,47.46888797,47.84332194,48.30486042,48.80978052,49.32875896,49.78972774,47.51445112,48.71771703
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85899925,20.0739994,20.3239994,20.60700035,20.84399986,21.03499985,21.18199921,21.37000084,21.60499954,21.68300056,21.81399918,22.16600037,22.64800072,22.81399918,22.96299934,23.16600037,23.39999962,23.71999931,23.93600082,24.09499931,24.27700043,24.63899994,25.04899979,25.49699974,25.99900055,26.39699936,27.34000015,28.2859993,28.38100052,25.86000061,27.10000038
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.84661464,41.3908701,40.96926201,40.82985026,40.68812994,40.55458121,40.55122901,40.62796433,40.85993108,41.1008051,40.75156657,40.98738873,41.15503857,41.19416117,41.45442629,41.99743126,42.3627677,42.60080808,42.41697444,42.18379961,42.40793292,42.76254519,43.18810967,43.47575334,43.81047733,43.92991289,44.52226492,45.10040639,45.34764884,44.06132154,44.56380148
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73600006,13.74499989,14.10900021,14.40299988,12.48600006,13.63399982,14.85999966,15.16899967,15.60900021,16.05999947,16.10899925,16.15399933,16.90999985,17.68799973,18.25499916,18.84799957,19.22200012,19.70800018,20.86599922,21.8560009,22.0340004,22.00600052,21.96899986,22.48500061,22.50200081,21.90999985,21.32500076,20.73200035,21.95599937,21.06999969,22.3239994
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.81900024,35.93600082,37.07400131,37.91899872,38.95700073,39.20000076,39.44300079,38.9109993,39.5340004,40.42200089,41.30699921,42.2120018,42.63199997,42.69100189,43.38399887,41.97999954,42.4679985,43.37799835,44.22600174,43.22900009,43.09799957,45.20600128,46.52399826,46.47999954,47.34899902,47.41600037,46.99499893,48.61299896,49.97800064,41.77700043,47.62099838
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.52500153,41.22100067,42.59500122,43.98799896,46.7879982,49.12799835,51.60900116,52.21900177,54.7859993,50.89899826,55.63899994,57.14199829,59.03699875,59.64899826,61.11899948,64.29199982,66.89600372,67.04799652,67.65100098,69.06600189,68.53399658,68.33599854,67.49199677,67.00700378,65.45899963,65.09300232,66.73999786,67.20200348,67.47599792,55.73199844,61.28699875
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5909996,45.69800186,45.73699951,45.67599869,45.56900024,45.43000031,45.29100037,45.31299973,45.34000015,45.25799942,45.19200134,45.1570015,45.07600021,44.74000168,45.29600143,45.36899948,45.65599823,45.00099945,45.72499847,46.14300156,46.92100143,46.51499939,46.36199951,47.15000153,46.9640007,46.66999817,43.6780014,44.15800095,45.22800064,41.36399841,42.96500015
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.70800018,69.91000366,68.90699768,68.57099915,68.875,68.64700317,68.98100281,69.44200134,69.54599762,69.87000275,67.88300323,65.78800201,63.63499832,61.39500046,59.11600113,56.7519989,54.36899948,51.89099884,49.49100113,47.06000137,47.03099823,46.93099976,46.84400177,46.42499924,46.2120018,46.07300186,46.0019989,46.06200027,45.94200134,45.43899918,45.56700134
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90100098,45.29600143,44.34400177,43.87799835,43.67900085,43.57400131,43.3370018,43.69100189,42.72499847,40.79800034,40.07899857,38.7140007,38.61299896,38.125,38.66999817,39.71900177,41.59700012,43.02700043,43.30199814,43.45700073,43.40499878,43.50600052,43.41500092,44.50400162,45.29899979,46.03099823,46.78099823,47.37400055,47.2159996,47.0890007,48.58100128
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8805057,56.86524844,56.73004062,56.71073078,56.82808276,56.81196972,56.75384256,56.73188977,56.71352474,56.72652283,56.75089501,56.70459207,56.60130796,56.63727091,56.63395575,56.47141677,56.40618782,56.15680566,55.72582766,55.08770482,54.83985496,54.01919277,53.42990271,53.29598306,53.26842183,53.32173647,52.98404866,53.02085107,53.07149063,51.70796684,53.63535388
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.12899971,27.69099998,29.48800087,29.91300011,29.90699959,30.0359993,30.63299942,30.57999992,32.93500137,32.15999985,32.11000061,32.27700043,32.81499863,33.11500168,33.77999878,33.92200089,33.49300003,32.67300034,30.54700089,29.59700012,28.84700012,28.79299927,28.6439991,28.54999924,28.84199905,28.74200058,28.62800026,29.09199905,29.35700035,28.68000031,28.98800087
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.81300354,66.35099792,66.67500305,66.8259964,67.21499634,67.5039978,67.98500061,68.01200104,67.53199768,67.56800079,67.33699799,67.35099792,67.26100159,67.18599701,67.00299835,67.16899872,67.26899719,67.14800262,67.22899628,67.36199951,67.26999664,67.22799683,67.1760025,67.18000031,67.2519989,66.9940033,67.28399658,67.64800262,67.67500305,66.23100281,67.13600159
